ID,Title,Description,Link,Summarize,Summarized Caption,Group/Channel,Mode,Date,Hour (24),Minute (60),Execute,Status,Scheduled At,Sent At,Category,Relevancy,,
818,NVIDIA Jetson Orin Nano:Text-To-Speech Synthesis with F5-TTS,Deploy F5-TTS on NVIDIA Jetson Orin Nano! Explore high-quality text-to-speech synthesis and optimize models for smooth edge AI performance...,https://my.cytron.io/tutorial/nvidia-jetson-orin-nanotext-to-speech-synthesis-with-f5-tts,On,"Tutorial | NVIDIA Jetson Orin Nano: Text-to-Speech with F5-TTS 🚀

Bring your AI projects to life with crystal-clear speech!  This tutorial shows you how to deploy the amazing F5-TTS model on the powerful NVIDIA Jetson Orin Nano.  Learn how to optimize for smooth, high-quality text-to-speech synthesis at the edge – perfect for robotics, smart devices, and more!  Get started now and unleash the power of voice! 🗣️🤖💻

🔗 Tutorial: https://my.cytron.io/tutorial/nvidia-jetson-orin-nanotext-to-speech-synthesis-with-f5-tts&tracking=content&utm_campaign=telegram-posts

#JetsonOrinNano #F5TTS #TextToSpeech #EdgeAI #AI
","Cytron Learning Hub, NVIDIA - General",Scheduled,02/07/2025,20,00,Off,Sent,2025-01-08 16:37:51,2025-02-07 20:00:54,,Relevant,,
819,Getting Started With RS485 Server,in this tutorial you are going to learn on how to set up the RS485 gateway server to enable you to be ready to control it with different devices & applications...,https://my.cytron.io/tutorial/getting-started-with-rs585-serial-server,Off,,,,-,-,-,Off,,-,-,,Relevant,,
820,Getting Started with Raspberry Pi AI Defect Detection Kit,"Getting started with the AI Defect Detection Kit involves using Raspberry Pi, RPi Camera, and RPi AI Hat+ to detect defects in products, enabling automated quality control...",https://my.cytron.io/tutorial/getting-started-with-ai-defect-detection-kit,On,"Tutorial | Getting Started with Raspberry Pi AI Defect Detection Kit 🤖

Want to automate your product quality checks and save time & money?  This tutorial shows you how to build an AI Defect Detection Kit using a Raspberry Pi, camera, and AI Hat+.  Learn to detect defects with ease, improving efficiency and accuracy in your production process.  Get started today and transform your quality control! ⚙️  This step-by-step guide will walk you through the entire process, from setup to detection.  Don't miss out!  ➡️

🔗 Tutorial: https://my.cytron.io/tutorial/getting-started-with-ai-defect-detection-kit&tracking=content&utm_campaign=telegram-posts

#RaspberryPi #AI #DefectDetection #QualityControl #IoT
",Cytron Learning Hub,Scheduled,02/14/2025,20,00,Off,Sent,2025-01-08 16:38:55,2025-02-14 20:01:00,,Relevant,,
821,What is Thin Client?  How important for Organizations,Get to know Thin Client: What is it? What is its working principle in an organization?..,https://my.cytron.io/tutorial/what-is-thin-client-how-important-for-organizations,Off,,,,-,-,-,Off,,-,-,News/Articles,Disabled,,
822,IRIV PiControl - XY-MD02 Temperature & Humidity Sensor,By the end of this tutorial you will learn how to read from XY-MD02 Temperature & Humidity Sensor on Node_RED..,https://my.cytron.io/tutorial/iriv-node-red-xy-md02-sensor,Off,,Raspberry Pi Pro - General,,-,-,-,Off,,-,-,,Relevant,,
823,NVIDIA Jetson Orin Nano: Google Gemma 2 Personal Assistant,"Run a Jarvis-like personal assistant with Google Gemma 2 on Jetson Orin Nano. Customize LLaMA, RAG, and Piper TTS for unique AI behavior and voices!..",https://my.cytron.io/tutorial/jetson-orin-nano-google-gemma-2-personal-assistant,On,"Tutorial | Build Your Own Jarvis with Jetson Orin Nano & Google Gemma 2! 🤖

Want a personal AI assistant as slick as Jarvis?  This tutorial shows you how to run Google Gemma 2 on the powerful NVIDIA Jetson Orin Nano!  Customize your AI's personality with LLaMA, RAG, and Piper TTS – choose unique behaviors and voices to make it truly yours.  Get ready to experience the future of personalized AI! 🚀

🔗 Tutorial: https://my.cytron.io/tutorial/jetson-orin-nano-google-gemma-2-personal-assistant&tracking=content&utm_campaign=telegram-posts

#JetsonOrinNano #GoogleGemma2 #AI #PersonalAssistant #LLaMA
","Cytron Learning Hub, NVIDIA - General",Scheduled,01/24/2025,20,00,Off,Sent,2025-01-08 16:35:03,2025-01-24 20:00:57,,Relevant,,
824,How to Claim HRDC for our HRDC Claimable Training,Learn how to claim from HRDC for our HRDC Claimable Workshop..,https://my.cytron.io/tutorial/how-to-claim-hrdc-training,Off,,,,-,-,-,Off,,-,-,News/Articles,Relevant,,
825,How to Setup & Install & use a Mosquitto MQTT Broker on Your IRIV,By the end of this tutorial you will be able to establish a Mosquitto Broker in you IRIV which will enable you to use MQTT in your IOT Applications..,https://my.cytron.io/tutorial/iriv-Mosquitto-MQTT,Off,,Raspberry Pi Pro - General,,-,-,-,Off,,-,-,,Relevant,,
826,Build Sumo Robot with micro:bit (SUMO:BIT),This tutorial will guide you through the process of building your own 1KG sumo robot using a SUMO:BIT board...,https://my.cytron.io/tutorial/build-sumo-robot-with-sumobit,On,"Tutorial | Build Your Own Sumo Robot with micro:bit! 🤖🔥

Ever dreamed of building your own battling robot?  This tutorial shows you how to construct a powerful 1KG sumo robot using the amazing SUMO:BIT board!  Learn to program its movements, strategize its attacks, and prepare for epic robotic clashes.  Get ready to enter the world of micro:bit robotics and unleash your inner engineer! ⚙️💥


🔗 Tutorial: https://my.cytron.io/tutorial/build-sumo-robot-with-sumobit&tracking=content&utm_campaign=telegram-posts

#microbit #sumorobot #robotics #STEM #programming
",microbit MY,Scheduled,08/06/2025,12,00,Off,Sent,2025-01-08 12:38:56,2025-08-06 12:01:03,"microbit, Robotics",Relevant,,
827,Streaming Raspberry Pi Camera Display in Grafana,This tutorial will guide you through streaming a Raspberry Pi camera feed to a Grafana dashboard...,https://my.cytron.io/tutorial/stream-picamera-with-grafana,On,"Tutorial | Streaming Raspberry Pi Camera Display in Grafana 

Ever wanted to monitor your Raspberry Pi camera feed directly within your Grafana dashboard?  This tutorial will show you exactly how!  Learn to stream real-time video from your Pi camera, visualize it beautifully in Grafana, and unlock a world of monitoring possibilities.  Perfect for home security, robotics projects, or just plain cool visualizations! 📸🤖📈

🔗 Tutorial: https://my.cytron.io/tutorial/stream-picamera-with-grafana&tracking=content&utm_campaign=telegram-posts

#RaspberryPi #Grafana #IoT #HomeSecurity #CameraStreaming
",Raspberry Pi Education Malaysia,Scheduled,11/21/2026,13,00,On,,2025-12-29 5:34:36,,Raspberry Pi,Relevant,,
828,IRIV PiControl - Configure 4-CH RS485 TO POE ETH on IRIV,In this tutorial you will learn how to configure the RS485 Server on your IRIV using Web browser..,https://my.cytron.io/tutorial/iriv-rs485-config,Off,,Raspberry Pi Pro - General,,-,-,-,Off,,-,-,,Relevant,,
829,Nvidia Jetson Orin Nano Super: Gesture Recognition,"Learn how to create a real-time hand gesture recognition system using Python, OpenCV, and Mediapipe on NVIDIA Jetson Orin Nano Super...",https://my.cytron.io/tutorial/nvidia-jetson-orin-nano-super-gesture-recognition,,,NVIDIA - General,,-,-,-,,,-,-,,,,
830,IRIV PiControl - RS485 Using Node-RED,this tutorial explains how to Read sensor data from RS485 Server on IRIV using Node-RED..,https://my.cytron.io/tutorial/iriv-node-red-RS485-sensor,,,Raspberry Pi Pro - General,,-,-,-,,,-,-,,,,
831,PISignage with Raspberry Pi,This tutorial will guide you through setting up piSignage with a Raspberry Pi..,https://my.cytron.io/tutorial/pisignage-raspberrypi,On,"Tutorial | PISignage with Raspberry Pi ✨

Transform your Raspberry Pi into a powerful digital signage solution!  This tutorial will guide you through setting up piSignage, from installation to content management.  Learn how to create captivating displays for your home, business, or any project needing dynamic visuals. 🚀 Get started now and unleash the potential of your Raspberry Pi! 🖥️

🔗 Tutorial: https://my.cytron.io/tutorial/pisignage-raspberrypi&tracking=content&utm_campaign=telegram-posts

#RaspberryPi #DigitalSignage #PISignage #DIY #Tutorial
",Raspberry Pi Education Malaysia,Scheduled,01/24/2026,13,00,Off,Sent,2025-12-24 15:02:52,2026-01-24 13:01:02,Raspberry Pi,Relevant,,
832,Getting Started with Robot Arm Claw,Step-by-step guide to set up and control robot arm claw...,https://my.cytron.io/tutorial/getting-started-with-robot-arm-claw,,,,,,,,,,,,,,,
833,Upgrade Your Jetson Orin Nano to the Super-Powered Version! Using microSD card,"Upgrade your Jetson Orin Nano to the Jetson Orin Nano Super with a simple software update. Unlock enhanced AI performance, speed, and memory for edge AI projects!..",https://my.cytron.io/tutorial/upgrade-your-jetson-orin-nano-to-the-super-powered-version,,,,,,,,,,,,,,,
834,Gesture-Controlled Robot Using micro:bit,"Create a gesture-controlled robot with micro:bit! Follow this step-by-step guide to program, assemble, and test using a smart wrist controller for easy control...",https://my.cytron.io/tutorial/gesture-controlled-robot-microbit-smart-wrist-controller,On,"Tutorial | Gesture-Controlled Robot Using micro:bit

🤖 Control a robot with a flick of your wrist! 🤩 This exciting tutorial shows you how to build a gesture-controlled robot using the micro:bit and a smart wrist controller. Follow our easy-to-understand, step-by-step guide to program, assemble, and test your very own motion-sensing marvel! Get ready to bring your robot to life with intuitive gestures!

🔗 Tutorial: https://my.cytron.io/tutorial/gesture-controlled-robot-microbit-smart-wrist-controller&tracking=content&utm_campaign=telegram-posts

#microbit #robotics #gesturecontrol #stem #diyproject
",microbit MY,Scheduled,02/04/2026,12,00,Off,Sent,2025-12-23 10:40:44,2026-02-04 12:01:07,microbit,Relevant,,
835,Create AI CCTV Camera with Human Detection Using Raspberry Pi 5,Create your own CCTV camera with AI Human detection using Raspberry Pi 5 by a simple few step !..,https://my.cytron.io/tutorial/create-ai-cctv-camera-with-human-detection-using-raspberry-pi-5,On,"Tutorial | Create Your Own Smart AI CCTV Camera! 🤖

Want to build your own intelligent security system?  This easy-to-follow tutorial shows you how to create an AI-powered CCTV camera with human detection using the incredible Raspberry Pi 5!  Learn the simple steps and build your own smart home security in no time.  Get started now and protect your space with this awesome project! 🏠  👮‍♂️


🔗 Tutorial: https://my.cytron.io/tutorial/create-ai-cctv-camera-with-human-detection-using-raspberry-pi-5&tracking=content&utm_campaign=telegram-posts

#RaspberryPi5 #AI #CCTV #Security #SmartHome
",Raspberry Pi Education Malaysia,Scheduled,01/31/2026,13,00,Off,Sent,2025-12-24 15:02:56,2026-01-31 13:01:02,Raspberry Pi,Relevant,,
836,How To Build A Home NAS With Raspberry Pi 5,Learn to set up a home NAS using Raspberry Pi 5 and OpenMediaVault for efficient and cost-effective file management...,https://my.cytron.io/tutorial/how_to_build_a_home_nas_with_raspberry_pi5,On,"Tutorial | How To Build A Home NAS With Raspberry Pi 5

Tired of cloud storage limitations and costs?  Build your own powerful and affordable home NAS server using the Raspberry Pi 5! This tutorial shows you how to set up OpenMediaVault for efficient and secure file management.  Learn to centralize your files, access them from anywhere, and enjoy peace of mind knowing your data is safe and under your control.  Get started today and take control of your digital life! 💾🏠💻🚀

🔗 Tutorial: https://my.cytron.io/tutorial/how_to_build_a_home_nas_with_raspberry_pi5&tracking=content&utm_campaign=telegram-posts

#RaspberryPi5 #HomeNAS #OpenMediaVault #DIY #FileStorage
",Raspberry Pi Education Malaysia,Scheduled,02/07/2026,13,00,Off,Sent,2025-12-24 15:04:45,2026-02-07 13:00:59,Raspberry Pi,Relevant,,
837,Smart Vision: Board Detection with AI on Raspberry Pi 5,Unleash the potential of a Raspberry Pi 5 (16 GB RAM) with AI and machine learning for Arduino board recognition...,https://my.cytron.io/tutorial/Smart-Vision-Arduino-Detection-with-AI-on-Raspberry-Pi-5,On,"Tutorial | Smart Vision: AI-Powered Arduino Board Detection on Raspberry Pi 5

🚀  Unleash the power of AI! Learn how to build a smart vision system using a Raspberry Pi 5 (16GB RAM!) to detect Arduino boards. This comprehensive tutorial walks you through the process, from setting up the hardware to training the AI model.  Get ready to automate your workflow and explore the amazing capabilities of machine learning! 🤖  Perfect for makers, students, and anyone curious about AI and IoT.  Let's get started!  💡


🔗 Tutorial: https://my.cytron.io/tutorial/Smart-Vision-Arduino-Detection-with-AI-on-Raspberry-Pi-5&tracking=content&utm_campaign=telegram-posts

#RaspberryPi5 #AI #MachineLearning #Arduino #IoT
",Raspberry Pi Education Malaysia,Scheduled,02/14/2026,13,00,Off,Sent,2025-12-24 15:04:50,2026-02-14 13:01:01,Raspberry Pi,Relevant,,
838,IRIV PiControl - How to visualize data with Grafana,This tutorial aim to enable you to use Grafana dashboard with Node-RED..,https://my.cytron.io/tutorial/iriv-node-red-grafana,,,Raspberry Pi Pro - General,,,,,,,,,,,,
839,Make your own Smart Home using Home Assistant with Raspberry Pi 5!,Replace your home with Smart Home using Home Assistant with Raspberry Pi 5 with a very few step!..,https://my.cytron.io/tutorial/make-you-own-smart-home-using-raspberry-pi-5-with-home-assistant,On,"Tutorial | Make Your Own Smart Home with Home Assistant & Raspberry Pi 5!

Tired of a dull, non-responsive home? ✨  Transform your house into a futuristic smart home using the incredible power of Home Assistant and the new Raspberry Pi 5!  This easy-to-follow tutorial will guide you through the process with just a few simple steps.  Get ready to automate your lights, control your appliances, and experience the convenience of a truly smart home! 🏡🤖  Let's get started! 🚀

🔗 Tutorial: https://my.cytron.io/tutorial/make-you-own-smart-home-using-raspberry-pi-5-with-home-assistant&tracking=content&utm_campaign=telegram-posts

#smarthome #homeassistant #raspberrypi5 #DIY #automation
",Raspberry Pi Education Malaysia,Scheduled,02/21/2026,13,00,Off,Sent,2025-12-24 15:04:58,2026-02-21 13:00:59,Raspberry Pi,Relevant,,
840,Upgrading JetPack 6.1 to JetPack 6.2 on Jetson Orin Nano (SSD Installation),"Learn how to upgrade Jetson Orin Nano from JetPack 6.1 to 6.2 with simple steps, without losing existing files or needing to switch to another SSD...",https://my.cytron.io/tutorial/upgrading-jetpack-6.1-to-jetpack-6.2-on-jetson-orin-nano-SSD-installation,,,,,,,,,,,,,,,
841,Deepseek R1 on Nvidia Jetson Orin Nano Super,"Deploy Deepseek R1 on Jetson Orin Nano Super with Ollama & Open WebUI. Performance: 16.40 tps (15W), 24.2 tps (25W), 27.47 tps (MAXN)...",https://my.cytron.io/tutorial/deepseek-r1-on-nvidia-jetson-orin-nano-super,,,NVIDIA - General,,,,,,,,,,,,
842,JetPack 6.1 vs. 6.2: Performance & Feature Comparison on Jetson Orin Nano Super,"Discover the differences between JetPack 6.1 and 6.2 on Jetson Orin Nano Super, including performance upgrades, new features, and power mode changes...",https://my.cytron.io/tutorial/jetpack-6.1-vs-6.2:-performance-feature-comparison-on-jetson-orin-nano-super,,,,,,,,,,,,,,,
843,Enabling Auto Detection for IMX219 on JetPack 6.2 Using Jetson-IO,"Enable auto detection for the IMX219 camera on JetPack 6.2 using Jetson-IO. Configure the 24-pin CSI connector, select the camera, save settings, and reboot...",https://my.cytron.io/tutorial/enabling-auto-detection-for-IMX219-on-jetpack6.2-using-jetson-IO,,,,,,,,,,,,,,,
844,Upgrade Jetson Orin Nano to Super Using NVIDIA SDK Manager,Upgrade your Jetson Orin Nano to Super using NVIDIA SDK Manager on an x86 Linux machine with NVMe SSD. Boost edge AI performance by up to 1.7x!..,https://my.cytron.io/tutorial/upgrade-jetson-orin-nano-to-super-using-nvidia-sdk-manager,,,NVIDIA - General,,,,,,,,,,,,
845,AI-Driven Recycling Centre with HuskyLens and REKA:BIT,"Build an AI-powered recycling centre using HuskyLens and REKA:BIT. This tutorial guides you through automating waste sorting and bin control with AI and servo motors, ideal for makers and educators...",https://my.cytron.io/tutorial/aI-driven-recycling-centre-with-huskylens-and-rekabit,On,"Tutorial | AI-Driven Recycling Centre with HuskyLens and REKA:BIT ♻️🤖

Tired of manually sorting your recycling? 😫 Want to bring some cool automation to your classroom or workshop? 🤔

This tutorial shows you how to build your own AI-powered recycling centre using HuskyLens and REKA:BIT! Learn to automate waste sorting and bin control with the power of AI and precise servo motors. Perfect for makers, educators, and anyone who loves a good DIY project! 🤩

🔗 Tutorial: https://my.cytron.io/tutorial/aI-driven-recycling-centre-with-huskylens-and-rekabit&tracking=content&utm_campaign=telegram-posts

#AI #Recycling #HuskyLens #REKABIT #Automation #DIY
","microbit MY, Cytron Learning Hub",Scheduled,04/07/2025,16,00,Off,Sent,2025-04-01 11:11:01,2025-04-07 16:00:59,,,,
846,How to monitor your Home Network Traffic using NTOP with Raspberry Pi 5,"Learn how to monitor your home network traffic using a Raspberry Pi 5 with NTOP. Track bandwidth usage, analyze network activity, and detect unusual traffic in real-time...",https://my.cytron.io/tutorial/network-traffic-monitoring-using-ntop-with-raspberry-pi-5,On,"Tutorial | Monitor Your Home Network with Raspberry Pi 5 & ntopng! 

Ever wondered what's really happening on your home network? 🤔  Learn how to easily monitor your bandwidth usage, analyze network activity, and even detect suspicious traffic in real-time using a Raspberry Pi 5 and the powerful ntopng! This tutorial will guide you step-by-step through the process, giving you complete control and visibility over your internet connection. 🚀  Get started now and become your own network guru! 👨‍💻

🔗 Tutorial: https://my.cytron.io/tutorial/network-traffic-monitoring-using-ntop-with-raspberry-pi-5&tracking=content&utm_campaign=telegram-posts

#RaspberryPi5 #NetworkMonitoring #ntopng #HomeNetworking #IoT
",Raspberry Pi Education Malaysia,Scheduled,02/28/2026,13,00,Off,Sent,2025-12-24 15:05:02,2026-02-28 13:00:57,Raspberry Pi,Relevant,,
847,Integrating Google Assistant with Raspberry Pi 5 GPIO via IFTTT and Adafruit IO,"Master the integration of Google Assistant, IFTTT, and Adafruit IO to control Raspberry Pi 5 GPIO with simple voice commands...",https://my.cytron.io/tutorial/Integrating-Google-Assistant-with-Raspberry-Pi-5-GPIO-via-IFTTT-and-Adafruit-IO,On,"Tutorial | Control Your Raspberry Pi 5 with Your Voice! 🗣️🤖

Master the art of voice control!  Learn how to seamlessly integrate Google Assistant with your Raspberry Pi 5's GPIO pins using IFTTT and Adafruit IO.  This tutorial will guide you through each step, enabling you to control your projects with simple voice commands.  From lighting up LEDs to activating motors, the possibilities are endless! 🚀  Get started and unlock a world of smart home automation today! ✨

🔗 Tutorial: https://my.cytron.io/tutorial/Integrating-Google-Assistant-with-Raspberry-Pi-5-GPIO-via-IFTTT-and-Adafruit-IO&tracking=content&utm_campaign=telegram-posts

#RaspberryPi5 #GoogleAssistant #IFTTT #AdafruitIO #IoT
",Raspberry Pi Education Malaysia,Scheduled,03/07/2026,13,00,Off,Sent,2025-12-24 15:07:14,2026-03-07 13:01:00,Raspberry Pi,Relevant,,
848,IRIV PiControl - Activating Access Point Mode with Node-RED,"Learn how to activate Node-RED's access point mode, enabling devices to connect locally to the iriv host and control it remotely...",https://my.cytron.io/tutorial/iriv-node-red-ap-mode-activattion,,,Raspberry Pi Pro - General,,,,,,,,,,,,
849,Docker Setup On Jetson Orin Nano Super with JetPack 6.2,"Learn how to install and configure Docker on NVIDIA Jetson devices running JetPack 6.2, where Docker is no longer installed by default. This step-by-step guide covers installation, enabling GPU accele..",https://my.cytron.io/tutorial/docker-setup-for-jetson-orin-nano-super-jp6.2,,,NVIDIA - General,,,,,,,,,,,,
850,How to monitor your Home Network Traffic using NTOP with Raspberry Pi 5,"Learn how to monitor your home network traffic using a Raspberry Pi 5 with ntopng. Track bandwidth usage, analyze network activity, and detect unusual traffic in real-time...",https://my.cytron.io/tutorial/network-traffic-monitoring-using-ntop-with-raspberry-pi-5,On,"Tutorial | How to Monitor Your Home Network Traffic Using NTOP with Raspberry Pi 5 🏡💻

Ever wondered what's *really* happening on your home network? 🤔 Ready to take control and understand your bandwidth usage like a pro? 🚀

This tutorial will guide you through setting up ntopng on your Raspberry Pi 5 to monitor your network traffic in real-time! 📈 You'll learn how to track bandwidth hogs, analyze network activity, and detect anything suspicious. 🕵️‍♂️

Stop guessing and start knowing!

🔗 Tutorial: https://my.cytron.io/tutorial/network-traffic-monitoring-using-ntop-with-raspberry-pi-5&tracking=content&utm_campaign=telegram-posts

#RaspberryPi #NTOPNG #NetworkMonitoring #HomeNetwork #Security
",Raspberry Pi Education Malaysia,Scheduled,03/14/2026,13,00,Off,Sent,2025-12-24 15:08:13,2026-03-14 13:00:55,Raspberry Pi,Relevant,,
851,Setup IRIV PiControl with 4G LTE Quectel EC25-EM,Setup your IRIV PiControl to connect to internet using Quectel EC25-EM 4G LTE Module..,https://my.cytron.io/tutorial/setup-iriv-pctl-quectel-4g-internet,,,Raspberry Pi Pro - General,,,,,,,,,,,,
852,1KG RC Sumo Robot Using MDDRC10,This is a tutorial guide for the 1Kg Sumo Robot Starter Kit using an MDDRC10 board developed by Cytron Technologies...,https://my.cytron.io/tutorial/1kg-rc-sumo-robot-using-mddrc10,On,"Tutorial | 1KG RC Sumo Robot Using MDDRC10
Ready to build a champion? 🤖 Dive into the thrilling world of robotics with our brand-new tutorial! Learn how to construct your very own powerful 1KG RC Sumo Robot from scratch. This comprehensive guide utilizes the innovative MDDRC10 board developed by Cytron Technologies, making it perfect for both beginners and seasoned makers. Get ready to assemble, program, and dominate the sumo ring! 🛠️🏆

🔗 Tutorial: https://my.cytron.io/tutorial/1kg-rc-sumo-robot-using-mddrc10&tracking=content&utm_campaign=telegram-posts
#Robotics #SumoRobot #MDDRC10 #CytronTechnologies #DIYRobot",STEM - General,,,,,,,,,,,,
853,How to install conda on your Jetson Orin Nano Super,Learn how to install Conda on the Jetson Orin Nano with this step-by-step tutorial. Set up your Python environment efficiently for AI and machine learning projects...,https://my.cytron.io/tutorial/p-conda-on-jetson-orin-nano-super,,,,,,,,,,,,,,,
854,Worker Safety Compliance Monitoring System with Raspberry Pi 5,Create your own  Worker Safety Compliance Monitoring system using Raspberry Pi 5 with Yolov5 !..,https://my.cytron.io/tutorial/worker-safety-compliance-monitoring-system-with-raspberry-pi-5,On,"Tutorial | Worker Safety Compliance Monitoring System with Raspberry Pi 5

Is safety a top priority in your workplace? 🤔 Learn how to build your own Worker Safety Compliance Monitoring system using the powerful Raspberry Pi 5 and the magic of YOLOv5! 🛠️ This project will help you automatically detect and monitor safety compliance, ensuring a safer working environment for everyone. 👷‍♀️👷‍♂️

Boost your safety protocols and enhance workplace security with this step-by-step guide! 🚀

🔗 Tutorial: https://my.cytron.io/tutorial/worker-safety-compliance-monitoring-system-with-raspberry-pi-5&tracking=content&utm_campaign=telegram-posts

#RaspberryPi #YOLOv5 #SafetyFirst #MachineLearning #WorkerSafety
",Raspberry Pi Education Malaysia,Scheduled,03/21/2026,13,00,Off,Sent,2025-12-24 15:16:52,2026-03-21 13:00:59,Raspberry Pi,Relevant,,
855,Ai-Powered Smart Security Surveillance with IRIV PiControl,Create your own Smart Security Surveillance with Ai using IRIV PiControl..,https://my.cytron.io/tutorial/ai-powered-smart-security-surveillance-with-iriv-pi-control,,,Raspberry Pi Pro - General,,,,,,,,,,,,
856,Clone and Store Raspberry Pi OS into SSD,"Clone Raspberry Pi OS with all your configuration, installed software, and libraries into a new unit without reinstalling everything...",https://my.cytron.io/tutorial/clone-raspberry-pi-os-into-ssd,,,,,,,,,,,,,,,
857,OjanBot Tutorial Series,"Master OjanBot with step-by-step tutorials! Build, program, and control your robot using mBlock and Arduino for an exciting robotics journey...",https://my.cytron.io/tutorial/ojan-bot-tutorial-series,,,,,,,,,,,,,,,
858,Wirelessly Control OjanBot with PS2 Shield,"Experience the ultimate control of OjanBot with PS2 Shield for smooth, precise, and wireless navigation. Take command and enhance your robotics journey!..",https://my.cytron.io/tutorial/ojan-bot-with-ps2-shield,,,,,,,,,,,,,,,
859,Mastering Wireless Control with URC10,"Ultimate guide to wireless control for URC 10 using Bluetooth, PS2 controllers, and RC systems...",https://my.cytron.io/tutorial/mastering-wireless-control-with-urc10,,,,,,,,,,,,,,,
860,Chapter 1: Setting Up Smart AI Lens & Battery with ZOOM:BIT,"Learn how to install and set up the Smart AI Lens on the ZOOM:BIT Robot for AI-powered object, color, and face recognition. Step-by-step guide included!..",https://my.cytron.io/tutorial/setting-up-smart-ai-lens-and-battery-with-zoombit,On,"Tutorial | Chapter 1: Setting Up Smart AI Lens & Battery with ZOOM:BIT 🤖⚡

Unlock the power of AI with your ZOOM:BIT Robot! This week, we're diving into object, color, and face recognition! 🤩 Learn how to easily install and set up the Smart AI Lens, transforming your robot into an AI powerhouse. Step-by-step guide included to get you started in minutes! 😉

🔗 Tutorial: https://my.cytron.io/tutorial/setting-up-smart-ai-lens-and-battery-with-zoombit&tracking=content&utm_campaign=telegram-posts

#AI #Robot #ZOOMBIT #Tutorial #AI Lens
",microbit MY,Scheduled,01/28/2026,12,00,Off,Sent,2025-12-23 10:39:40,2026-01-28 12:01:04,,,,
861,"Industrial Temp & Humidity Monitoring with RS485, Raspberry Pi & Grafana","Monitor industrial temperature and humidity with RS485 sensors, Raspberry Pi, and Grafana. Set up real-time data logging, storage, and visualization seamlessly...",https://my.cytron.io/tutorial/monitor-industrial-temperature-humidity-using-rs485-and-raspberry-pi-and-grafana,On,"Tutorial | Industrial Temp & Humidity Monitoring with RS485, Raspberry Pi & Grafana

🌡️🏭 Keep a close eye on your industrial environment! Learn how to monitor temperature and humidity with RS485 sensors, Raspberry Pi, and Grafana. This tutorial will guide you through setting up real-time data logging, storage, and visualization seamlessly! Get precise insights and optimize your industrial processes. 📊

🔗 Tutorial: https://my.cytron.io/tutorial/monitor-industrial-temperature-humidity-using-rs485-and-raspberry-pi-and-grafana&tracking=content&utm_campaign=telegram-posts

#IndustrialMonitoring #RS485 #RaspberryPi #Grafana #Automation
",Raspberry Pi Education Malaysia,Scheduled,03/28/2026,13,00,On,,2025-12-24 15:16:57,,Raspberry Pi,Relevant,,
862,Radio Controlled 4-Wheel Soccer Robot Assembly,Learn how to build a radio-controlled 4-wheel soccer robot..,https://my.cytron.io/tutorial/radio-controlled-4-wheel-soccer-robot-assembly,,,,,,,,,,,,,,,
863,Fixing Analog Input Issues in Cytron IRIV PiControl's Node-RED​,"Fix analog input issues in Cytron IRIV PiControl's Node-RED ADC by applying a patch to the Node-RED environment, ensuring accurate analog data readings...",https://my.cytron.io/tutorial/fixing-analog-input-issues-in-cytron-iriv-picontrols-node-red,,,Raspberry Pi Pro - General,,,,,,,,,,,,
864,Display Animation on OLED with Maker UNO and Robo UNO Shield,Learn how to use Robo Shield UNO and Maker UNO to display animations on OLED! Follow these simple instructions to bring your projects to life with ease...,https://my.cytron.io/tutorial/display-animation-on-oled-with-maker-uno-and-robo-uno-shield,On,"Tutorial | Display Animation on OLED with Maker UNO and Robo UNO Shield

Bring your projects to life with captivating animations! ✨ Learn how to easily display animations on your OLED screen using the powerful combination of Robo Shield UNO and Maker UNO. This step-by-step tutorial guides you through the process, making it perfect for makers of all skill levels! 🤩 Get ready to impress with your animated creations! 🚀

🔗 Tutorial: https://my.cytron.io/tutorial/display-animation-on-oled-with-maker-uno-and-robo-uno-shield&tracking=content&utm_campaign=telegram-posts

#OLED #MakerUNO #RoboShieldUNO #Animation #Arduino
","Cytron Learning Hub, Arduino MY",Scheduled,06/24/2025,12,00,Off,Sent,2025-06-18 16:17:22,2025-06-24 12:01:01,Arduino,Relevant,,
865,Ai-Gestured Controlled with IRIV PiControl,Develop an AI-powered gesture-controlled conveyor system for cleanroom environments where physical contact is restricted...,https://my.cytron.io/tutorial/gesture-controlled-with-iriv-picontrol,,,Raspberry Pi Pro - General,,,,,,,-,,,,,
866,RainBot: Automatic Clothes Collector,"RainBot is an automatic rain detection system using servo motors, designed to protect clothes or valuables during rain. It's smart, simple, and efficient...",https://my.cytron.io/tutorial/rainbot-auto-clothes-collector,On,"Tutorial | RainBot: Automatic Clothes Collector 🧺🌧️

Tired of rushing outside every time it rains to save your clothes? 😩 Say hello to RainBot! 👋 This ingenious automatic rain detection system uses servo motors to protect your laundry (or other valuables) from unexpected downpours. ☔️ It's smart, simple to build, and incredibly efficient. Imagine never having to worry about soaked clothes again! 🤩 Learn how to build your own RainBot with our easy-to-follow tutorial.

🔗 Tutorial: https://my.cytron.io/tutorial/rainbot-auto-clothes-collector&tracking=content&utm_campaign=telegram-posts

#DIY #Electronics #RainSensor #Automation #SmartHome
","Cytron Learning Hub, Arduino MY",Scheduled,07/01/2025,12,00,Off,Sent,2025-06-18 16:17:21,2025-07-01 12:00:57,Arduino,Relevant,,
